No EMPRE|VALOR SUB|TRAB F|TRAB M|CIUDAD|CIIU|DESCRIPCION|
1.0|0.0|0.0|1.0|TIBANA|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|1.0|1.0|IZA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
2.0|0.0|1.0|0.0|MONIQUIRA|8692|ACTIVIDADES DE APOYO TERAPEUTICO|
1.0|217500.0|4.0|2.0|COTA|5612|EXPENDIO POR AUTOSERVICIO DE COMIDAS PREPARADAS|
1.0|0.0|0.0|1.0|SOGAMOSO|2219|FABRICACION DE FORMAS BASICAS DE CAUCHO Y OTROS PRODUCTOS DE CAUCHO NCP|
1.0|145000.0|1.0|6.0|PANQUEBA|1040|ELABORACION DE PRODUCTOS LACTEOS|
1.0|108750.0|2.0|4.0|SAN LUIS DE GACENO|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|36250.0|0.0|1.0|FLORIDA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|36250.0|0.0|4.0|SUSACON|1040|ELABORACION DE PRODUCTOS LACTEOS|
1.0|72500.0|0.0|1.0|CHIQUINQUIRA|2824|FABRICACION DE MAQUINARIA PARA EXPLOTACION DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCION|
1.0|36250.0|0.0|1.0|MUZO|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
1.0|0.0|0.0|0.0|BARRANQUILLA|7120|ENSAYOS Y ANALISIS TECNICOS|
1.0|36250.0|2.0|0.0|DUITAMA|6492|ACTIVIDADES FINANCIERAS DE FONDOS DE EMPLEADOS Y OTRAS FORMAS ASOCIATIVAS DEL SECTOR SOLIDARIO|
1.0|72500.0|1.0|6.0|SANTA MARIA|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
1.0|72500.0|0.0|2.0|PAIPA|1020|PROCESAMIENTO Y CONSERVACION DE FRUTAS- LEGUMBRES- HORTALIZAS Y TUBERCULOS|
1.0|362500.0|2.0|6.0|ENVIGADO|2021|FABRICACION DE PLAGUICIDAS Y OTROS PRODUCTOS QUIMICOS DE USO AGROPECUARIO|
1.0|471250.0|8.0|18.0|PAYA|8412|ACTIVIDADES EJECUTIVAS DE LA ADMINISTRACION PUBLICA|
1.0|652500.0|0.0|22.0|PAZ DEL RIO|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|0.0|0.0|2.0|SOCHA|4722|COMERCIO AL POR MENOR DE LECHE- PRODUCTOS LACTEOS Y HUEVOS- EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|108750.0|1.0|1.0|SANTAFE DE BOGOTA|2221|FABRICACION DE FORMAS BASICAS DE PLASTICO|
1.0|0.0|0.0|1.0|MEDELLIN|3312|MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO|
1.0|72500.0|3.0|4.0|SAN MIGUEL DE SEMA|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
1.0|362500.0|5.0|2.0|MOTAVITA|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
1.0|0.0|0.0|3.0|SUSA|4923|TRANSPORTE DE CARGA POR CARRETERA|
1.0|0.0|0.0|2.0|SAMACA|1630|FABRICACION DE PARTES Y PIEZAS DE MADERA- DE CARPINTERIA Y EBANISTERIA PARA LA CONSTRUCCION|
42.0|2972500.0|80.0|38.0|TUNJA|6920|ACTIVIDADES DE CONTABILIDAD- TENEDURIA DE LIBROS- AUDITORIA FINANCIERA Y ASESORIA TRIBUTARIA|
2.0|72500.0|3.0|2.0|TUNJA|4665|COMERCIO AL POR MAYOR DE DESPERDICIOS- DESECHOS Y CHATARRA|
1.0|217500.0|5.0|3.0|CIENEGA|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
2.0|1015000.0|10.0|17.0|BELEN|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
4.0|217500.0|7.0|1.0|MONIQUIRA|5511|ALOJAMIENTO EN HOTELES|
8.0|1450000.0|15.0|40.0|SOGAMOSO|4631|COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS|
5.0|543750.0|25.0|89.0|TUNJA|9312|ACTIVIDADES DE CLUBES DEPORTIVOS|
12.0|942500.0|34.0|18.0|PUERTO BOYACA|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
6.0|725000.0|4.0|36.0|PAZ DEL RIO|4923|TRANSPORTE DE CARGA POR CARRETERA|
3.0|83400.0|1.0|2.0|CALDAS|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
2.0|181250.0|2.0|9.0|SOATA|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
2.0|217500.0|0.0|4.0|SANTA ROSA DE VITERBO|4921|TRANSPORTE DE PASAJEROS|
1.0|507500.0|7.0|15.0|LA VICTORIA|8412|ACTIVIDADES EJECUTIVAS DE LA ADMINISTRACION PUBLICA|
1.0|290000.0|9.0|11.0|COPER|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|688750.0|19.0|23.0|SAMACA|7210|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERIA|
1.0|326250.0|2.0|11.0|NOBSA|0811|EXTRACCION DE PIEDRA- ARENA- ARCILLAS COMUNES- YESO Y ANHIDRITA|
4.0|181250.0|8.0|5.0|VILLA DE LEYVA|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
11.0|1993750.0|22.0|41.0|CHIQUINQUIRA|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
1.0|36250.0|0.0|4.0|SANTA ROSA DE VITERBO|3312|MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO|
1.0|0.0|1.0|1.0|CALI|0149|CRIA DE OTROS ANIMALES NCP|
1.0|326250.0|9.0|3.0|JENESANO|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
7.0|290000.0|5.0|4.0|NOBSA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
2.0|0.0|0.0|1.0|SAN PABLO DE BORBUR|0141|CRIA DE GANADO BOVINO Y BUFALINO|
13.0|471250.0|14.0|6.0|MONIQUIRA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
1.0|72500.0|0.0|2.0|VILLA DE LEYVA|7730|ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA- EQUIPO Y BIENES TANGIBLES NCP|
2.0|10258750.0|343.0|296.0|TUNJA|8424|ADMINISTRACION DE JUSTICIA|
1.0|0.0|0.0|1.0|FLORIDABLANCA|3311|MANTENIMIENTO Y REPARACION ESPECIALIZADO DE PRODUCTOS ELABORADOS EN METAL|
1.0|0.0|0.0|0.0|MARIPI|1040|ELABORACION DE PRODUCTOS LACTEOS|
1.0|0.0|0.0|1.0|SAN MIGUEL DE SEMA|0113|CULTIVO DE HORTALIZAS- RAICES Y TUBERCULOS|
3.0|580000.0|22.0|16.0|SOGAMOSO|5221|ACTIVIDADES DE ESTACIONES- VIAS Y SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE TERRESTRE|
1.0|72500.0|3.0|21.0|TOCANCIPA|0610|EXTRACCION DE PETROLEO CRUDO|
1.0|125100.0|1.0|3.0|UMBITA|0144|CRIA DE GANADO PORCINO|
3.0|253750.0|1.0|9.0|GUATEQUE|4729|COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS NCP- EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|0.0|1.0|BUCARAMANGA|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
4.0|108750.0|4.0|4.0|TUNJA|6209|OTRAS ACTIVIDADES DE TECNOLOGIAS DE INFORMACION Y ACTIVIDADES DE SERVICIOS INFORMATICOS|
4.0|36250.0|1.0|4.0|PUERTO BOYACA|7020|ACTIVIDADES DE CONSULTARIA DE GESTION|
1.0|0.0|0.0|0.0|PUERTO BOYACA|7420|ACTIVIDADES DE FOTOGRAFIA|
5.0|725000.0|3.0|35.0|PAIPA|2511|FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL|
1.0|181250.0|0.0|15.0|MEDELLIN|3811|RECOLECCION DE DESECHOS NO PELIGROSOS|
10.0|3611520.0|77.0|22.0|TUNJA|9601|LAVADO Y LIMPIEZA- INCLUSO LA LIMPIEZA EN SECO- DE PRODUCTOS TEXTILES Y DE PIEL|
1.0|0.0|0.0|0.0|SAMACA|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
1.0|181250.0|3.0|1.0|BERBEO|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
3.0|108750.0|4.0|8.0|ZETAQUIRA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
8.0|3008750.0|50.0|68.0|DUITAMA|8413|REGULACION DE LAS ACTIVIDADES DE ORGANISMOS QUE PRESTAN SERVICIOS DE SALUD- EDUCATIVOS- CULTURALES Y OTROS SERVICIOS SOCIALES- EXCEPTO SERVICIOS DE SEGURIDAD SOCIAL|
1.0|0.0|0.0|1.0|AGUACHICA|7710|ALQUILER Y ARRENDAMIENTO DE VEHICULOS AUTOMOTORES|
1.0|36250.0|1.0|0.0|CHIQUINQUIRA|7710|ALQUILER Y ARRENDAMIENTO DE VEHICULOS AUTOMOTORES|
4.0|181250.0|1.0|6.0|SANTAFE DE BOGOTA|2029|FABRICACION DE OTROS PRODUCTOS QUIMICOS NCP|
7.0|616250.0|13.0|19.0|DUITAMA|8551|FORMACION ACADEMICA NO FORMAL|
5.0|471250.0|5.0|19.0|GARAGOA|4752|COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA- PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|580000.0|1.0|13.0|BUCARAMANGA|4520|MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES|
7.0|1522500.0|19.0|38.0|SOGAMOSO|4620|COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS- ANIMALES VIVOS|
3.0|253750.0|5.0|3.0|TIBASOSA|5511|ALOJAMIENTO EN HOTELES|
6.0|3588750.0|77.0|54.0|SANTAFE DE BOGOTA|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
1.0|36250.0|1.0|0.0|MONGUI|7912|ACTIVIDADES DE OPERADORES TURISTICOS|
4.0|543750.0|10.0|10.0|SANTAFE DE BOGOTA|1089|ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NCP|
2.0|326250.0|6.0|7.0|SAN EDUARDO|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
4.0|2900000.0|83.0|100.0|PUERTO BOYACA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
3.0|1232500.0|22.0|21.0|SAN LUIS DE GACENO|8412|ACTIVIDADES EJECUTIVAS DE LA ADMINISTRACION PUBLICA|
1.0|362500.0|4.0|7.0|SUTAMARCHAN|4663|COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION- ARTICULOS DE FERRETERIA- PINTURAS- PRODUCTOS DE VIDRIO- EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION|
5.0|725000.0|17.0|3.0|TUNJA|4642|COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR|
2.0|725000.0|9.0|31.0|CHIQUINQUIRA|4322|INSTALACIONES DE FONTANERIA- CALEFACCION Y AIRE ACONDICIONADO|
1.0|36250.0|10.0|18.0|DUITAMA|8541|EDUCACION TECNICA PROFESIONAL|
1.0|72500.0|2.0|0.0|GUATEQUE|8692|ACTIVIDADES DE APOYO TERAPEUTICO|
1.0|72500.0|1.0|0.0|TASCO|7020|ACTIVIDADES DE CONSULTARIA DE GESTION|
1.0|0.0|0.0|1.0|CARTAGENA|8121|LIMPIEZA GENERAL INTERIOR DE EDIFICIOS|
1.0|217500.0|1.0|2.0|PITALITO|3312|MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO|
1.0|36250.0|0.0|4.0|SAMACA|4669|COMERCIO AL POR MAYOR DE OTROS PRODUCTOS NCP|
1.0|398750.0|4.0|2.0|DOSQUEBRADAS|4771|COMERCIO AL POR MENOR DE PRENDAS DE VESTIR Y SUS ACCESORIOS (INCLUYE ARTICULOS DE PIEL) EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|72500.0|2.0|2.0|BELEN|4663|COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION- ARTICULOS DE FERRETERIA- PINTURAS- PRODUCTOS DE VIDRIO- EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION|
3.0|145000.0|2.0|3.0|VENTAQUEMADA|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
1.0|326250.0|2.0|6.0|CHIQUINQUIRA|8559|OTROS TIPOS DE EDUCACION NCP|
4.0|253750.0|10.0|6.0|TOCA|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
1.0|36250.0|2.0|0.0|GARAGOA|5613|EXPENDIO DE COMIDAS PREPARADAS EN CAFETERIAS|
2.0|375300.0|2.0|5.0|PAIPA|0113|CULTIVO DE HORTALIZAS- RAICES Y TUBERCULOS|
3.0|1160000.0|6.0|16.0|TUTA|1040|ELABORACION DE PRODUCTOS LACTEOS|
2.0|326250.0|10.0|14.0|NOBSA|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
1.0|72500.0|1.0|0.0|COTA|7220|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES|
1.0|41700.0|0.0|1.0|SAMACA|0124|CULTIVO DE CAÑ DE AZUCAR|
1.0|217500.0|4.0|9.0|TUNUNGUA|8412|ACTIVIDADES EJECUTIVAS DE LA ADMINISTRACION PUBLICA|
1.0|253750.0|1.0|14.0|DUITAMA|0820|EXTRACCION DE ESMERALDAS- PIEDRAS PRECIOSAS Y SEMIPRECIOSAS|
3.0|326250.0|11.0|8.0|PAEZ|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|145000.0|8.0|15.0|CUITIVA|8413|REGULACION DE LAS ACTIVIDADES DE ORGANISMOS QUE PRESTAN SERVICIOS DE SALUD- EDUCATIVOS- CULTURALES Y OTROS SERVICIOS SOCIALES- EXCEPTO SERVICIOS DE SEGURIDAD SOCIAL|
2.0|3443750.0|80.0|78.0|CHIQUINQUIRA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|72500.0|1.0|1.0|SAN PABLO DE BORBUR|8412|ACTIVIDADES EJECUTIVAS DE LA ADMINISTRACION PUBLICA|
5.0|326250.0|5.0|3.0|SAMACA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
2.0|326250.0|0.0|5.0|TUNJA|8020|ACTIVIDADES DE SERVICIOS DE SISTEMAS DE SEGURIDAD|
1.0|616250.0|12.0|1.0|MOTAVITA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
1.0|0.0|1.0|4.0|VILLA DE LEYVA|8130|ACTIVIDADES DE PAISAJISMO Y SERVICIOS DE MANTENIMIENTO CONEXOS|
1.0|0.0|0.0|8.0|AQUITANIA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
2.0|36250.0|1.0|4.0|PUERTO BOYACA|4661|COMERCIO AL POR MAYOR DE COMBUSTIBLES SOLIDOS- LIQUIDOS- GASEOSOS Y PRODUCTOS CONEXOS|
1.0|36250.0|1.0|0.0|TIBASOSA|5613|EXPENDIO DE COMIDAS PREPARADAS EN CAFETERIAS|
3.0|978750.0|6.0|23.0|CHIQUINQUIRA|4759|COMERCIO AL POR MENOR DE OTROS ARTICULOS DOMESTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|72500.0|0.0|5.0|MIRAFLORES|4111|CONSTRUCCION DE EDIFICIOS RESIDENCIALES|
2.0|326250.0|5.0|4.0|SANTAFE DE BOGOTA|9329|OTRAS ACTIVIDADES RECREATIVAS Y DE ESPARCIMIENTO NCP|
1.0|1196250.0|23.0|0.0|BOAVITA|8511|EDUCACION DE LA PRIMERA INFANCIA|
14.0|5256250.0|90.0|85.0|TUNJA|4649|COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMESTICOS NCP|
1.0|217500.0|4.0|7.0|DUITAMA|3900|ACTIVIDADES DE SANEAMIENTO AMBIENTAL Y OTROS SERVICIOS DE GESTION DE DESECHOS|
1.0|145000.0|0.0|4.0|VILLAVICENCIO|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
2.0|36250.0|1.0|1.0|SANTANA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
4.0|166800.0|1.0|5.0|IZA|0141|CRIA DE GANADO BOVINO Y BUFALINO|
1.0|543750.0|14.0|17.0|FIRAVITOBA|8412|ACTIVIDADES EJECUTIVAS DE LA ADMINISTRACION PUBLICA|
1.0|72500.0|2.0|0.0|LA UVITA|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
1.0|36250.0|2.0|0.0|DUITAMA|5530|SERVICIO POR HORAS|
1.0|0.0|0.0|1.0|PAEZ|4663|COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION- ARTICULOS DE FERRETERIA- PINTURAS- PRODUCTOS DE VIDRIO- EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION|
1.0|72500.0|0.0|3.0|GUATEQUE|2392|FABRICACION DE MATERIALES DE ARCILLA PARA LA CONSTRUCCION|
2.0|580000.0|3.0|23.0|GARAGOA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
2.0|72500.0|1.0|2.0|CHIQUINQUIRA|1610|ASERRADO- ACEPILLADO E IMPREGNACION DE LA MADERA|
1.0|0.0|0.0|1.0|OTANCHE|9319|OTRAS ACTIVIDADES DEPORTIVAS|
1.0|0.0|0.0|2.0|FIRAVITOBA|0149|CRIA DE OTROS ANIMALES NCP|
1.0|1305000.0|28.0|0.0|MARIPI|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
3.0|72500.0|2.0|1.0|MIRAFLORES|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
1.0|253750.0|1.0|3.0|SUSA|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
1.0|0.0|0.0|1.0|TOPAGA|0149|CRIA DE OTROS ANIMALES NCP|
1.0|0.0|1.0|1.0|SOGAMOSO|1020|PROCESAMIENTO Y CONSERVACION DE FRUTAS- LEGUMBRES- HORTALIZAS Y TUBERCULOS|
3.0|435000.0|7.0|21.0|SOGAMOSO|6110|ACTIVIDADES DE TELECOMUNICACIONES ALAMBRICAS|
1.0|0.0|3.0|2.0|SOGAMOSO|5514|ALOJAMIENTO RURAL|
2.0|0.0|0.0|1.0|TUNJA|3811|RECOLECCION DE DESECHOS NO PELIGROSOS|
1.0|0.0|0.0|5.0|CALI|8130|ACTIVIDADES DE PAISAJISMO Y SERVICIOS DE MANTENIMIENTO CONEXOS|
1.0|0.0|0.0|1.0|SOMONDOCO|0141|CRIA DE GANADO BOVINO Y BUFALINO|
1.0|0.0|0.0|1.0|SOATA|8553|ENSEÑNZA CULTURAL|
1.0|0.0|0.0|5.0|CHITARAQUE|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
1.0|0.0|0.0|0.0|LA UVITA|4111|CONSTRUCCION DE EDIFICIOS RESIDENCIALES|
1.0|181250.0|2.0|3.0|PUERTO BOYACA|7310|PUBLICIDAD|
2.0|181250.0|2.0|2.0|SOCOTA|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
1.0|326250.0|16.0|5.0|TOCA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
2.0|398750.0|6.0|5.0|MOTAVITA|3110|FABRICACION DE MUEBLES|
1.0|0.0|0.0|0.0|SOCHA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|0.0|0.0|3.0|MONIQUIRA|4742|COMERCIO AL POR MENOR DE EQUIPOS Y APARATOS DE SONIDO Y DE VIDEO- EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|108750.0|1.0|2.0|ALMEIDA|3600|CAPTACION- TRATAMIENTO Y DISTRIBUCION DE AGUA|
1.0|36250.0|0.0|1.0|SANTA ROSA DE VITERBO|9312|ACTIVIDADES DE CLUBES DEPORTIVOS|
1.0|36250.0|5.0|1.0|PUERTO BOYACA|8424|ADMINISTRACION DE JUSTICIA|
1.0|435000.0|4.0|21.0|BARRANQUILLA|4321|INSTALACIONES ELECTRICAS|
1.0|0.0|2.0|1.0|RAMIRIQUI|5629|ACTIVIDADES DE OTROS SERVICIOS DE COMIDAS|
1.0|0.0|0.0|2.0|PAUNA|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
1.0|145000.0|4.0|1.0|CHIQUINQUIRA|4775|COMERCIO AL POR MENOR DE ARTICULOS DE SEGUNDA MANO|
2.0|72500.0|7.0|2.0|SABANETA|1410|CONFECCION DE PRENDAS DE VESTIR- EXCEPTO PRENDAS DE PIEL|
1.0|36250.0|2.0|4.0|SOCHA|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
1.0|290000.0|3.0|4.0|MONIQUIRA|4520|MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES|
1.0|181250.0|2.0|3.0|TUNJA|7830|OTRAS ACTIVIDADES DE SUMINISTRO DE RECURSO HUMANO|
1.0|36250.0|1.0|0.0|GUAYATA|0020|PENSIONADOS|
1.0|72500.0|1.0|0.0|COMBITA|0000|NO DEFINIDA ACTIVIDAD ECONOMICA|
1.0|1123750.0|26.0|0.0|MUZO|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
1.0|0.0|2.0|4.0|DUITAMA|2011|FABRICACION DE SUSTANCIAS Y PRODUCTOS QUIMICOS BASICOS|
4.0|398750.0|4.0|2.0|TUNJA|5512|ALOJAMIENTO EN APARTAHOTELES|
2.0|72500.0|2.0|1.0|SOGAMOSO|4755|COMERCIO AL POR MENOR DE ARTICULOS Y UTENSILIOS DE USO DOMESTICO|
2.0|290000.0|8.0|6.0|MEDELLIN|9609|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP|
1.0|0.0|0.0|1.0|RAQUIRA|0082|PERSONAS NATURALES SUBSIDIADAS POR TERCEROS|
1.0|507500.0|5.0|16.0|FACATATIVA|9329|OTRAS ACTIVIDADES RECREATIVAS Y DE ESPARCIMIENTO NCP|
1.0|36250.0|1.0|0.0|SORACA|4645|COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS- MEDICINALES- COSMETICOS Y DE TOCADOR|
1.0|108750.0|1.0|0.0|SANTAFE DE BOGOTA|0520|EXTRACCION DE CARBON LIGNITO|
1.0|145000.0|0.0|5.0|SAN EDUARDO|4220|CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO|
2.0|217500.0|4.0|2.0|GARAGOA|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
2.0|253750.0|1.0|5.0|VENTAQUEMADA|4752|COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA- PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|0.0|1.0|BOYACA|6820|ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA|
1.0|108750.0|1.0|10.0|SOCHA|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
1.0|72500.0|2.0|2.0|PUERTO BOYACA|6492|ACTIVIDADES FINANCIERAS DE FONDOS DE EMPLEADOS Y OTRAS FORMAS ASOCIATIVAS DEL SECTOR SOLIDARIO|
1.0|41700.0|1.0|3.0|TOCA|0161|ACTIVIDADES DE APOYO A LA AGRICULTURA|
1.0|543750.0|6.0|49.0|MIRAFLORES|6424|ACTIVIDADES DE LAS COOPERATIVAS FINANCIERAS|
1.0|72500.0|1.0|4.0|SOATA|4632|COMERCIO AL POR MAYOR DE BEBIDAS Y TABACO|
1.0|978750.0|21.0|3.0|COMBITA|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
2.0|471250.0|4.0|15.0|PUERTO BOYACA|4321|INSTALACIONES ELECTRICAS|
2.0|797500.0|28.0|1.0|PAZ DEL RIO|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
2.0|36250.0|0.0|1.0|SANTAFE DE BOGOTA|3120|FABRICACION DE COLCHONES Y SOMIERES|
1.0|83400.0|2.0|1.0|BARBOSA|0130|PROPAGACION DE PLANTAS (ACTIVIDADES DE LOS VIVEROS- EXCEPTO VIVEROS FORESTALES)|
2.0|0.0|0.0|2.0|MONIQUIRA|6810|ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS|
1.0|435000.0|13.0|14.0|PAZ DEL RIO|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|543750.0|12.0|12.0|SOATA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|108750.0|2.0|5.0|LA UVITA|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
1.0|0.0|0.0|3.0|PUERTO BOYACA|3900|ACTIVIDADES DE SANEAMIENTO AMBIENTAL Y OTROS SERVICIOS DE GESTION DE DESECHOS|
1.0|0.0|0.0|1.0|BARRANQUILLA|0520|EXTRACCION DE CARBON LIGNITO|
1.0|435000.0|10.0|3.0|SIACHOQUE|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
